,ocr_text_raw,math_category
102,"13. 0 이 아닌 실수 \( a \) 에 대하여 함수
\[
f(x)=\left\{\begin{array}{ll}
a \sin x & (x<0) \\
1-\cos x & (x \geq 0)
\end{array}\right.
\]

이 있다. 닫힌구간 \( [-\pi, \pi] \) 에서 함수 \( f(x) \) 의 최댓값과 최솟값을 각각 \( M, m \) 이라 하자. \( M-m=4 \) 를 만족시키는 모든 \( a \) 의 값의 곱은? [4점]
(1) -12
(2) -10
(3) -8
(4) -6
(5) -4",삼각함수
103,"14. 최고차항의 계수가 1 인 사차함수 \( f(x) \) 가 다음 조건을 만족시킨다.
```
x }\mp@code{x.}\mp@code{x.}\mp@code{\mathrm{ 인 모든 실수 }}\mp@code{x, x}, \mp@subsup{x}{2}{}\mathrm{ 에 대하여 부등식
\[
\int_{x_{1}}^{x_{2}}\{f(t)-f(a)\} d t \geq \int_{x_{1}}^{x_{2}} f^{\prime}(a)(t-a) d t
\]
\[
\text { 를 만족시키는 모든 실수 } a \text { 의 값의 범위가 }
\]
\[
a \leq-1 \text { 또는 } a \geq 3 \text { 이다. }
\]
```

\( f(1)=15, f^{\prime}(1)=1 \) 일 때, \( f(4) \) 의 값은? [4점]
(1) 21
(2) 23
(3) 25
(4) 27
(5) 29",적분법
104,"15. 세 실수 \( a, p, q(p<q) \) 에 대하여 함수 \( f(x) \) 가
\[
f(x)=\left\{\begin{array}{ll}
\left|2^{x}-4\right| & (x \leq p \text { 또는 } x \geq q) \\
a+\log _{2} x & (p<x<q)
\end{array}\right.
\]

이다. 함수 \( f(x) \) 가 실수 전체의 집합에서 실수 전체의 집합으로의 일대일대응일 때, \( f\left(\frac{p+q}{2}\right) \) 의 값은? [4점]
(1) \( \frac{3}{2} \)
(2) 2
(3) \( \frac{5}{2} \)
(4) 3
(5) \( \frac{7}{2} \)",지수함수와 로그함수
105,"16. 방정식
\[
\log _{3}(x-2)=\log _{9}(x+10)
\]

을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점]",지수함수와 로그함수
106,17. \( x \) 에 대한 방정식 \( x^{3}+3 x^{2}-k=0 \) 의 서로 다른 실근의 개수가 3 이 되도록 하는 자연수 \( k \) 의 개수를 구하시오. [3점],미분법
107,"18. 수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{8} a_{k}=8, \sum_{k=1}^{8} a_{k}^{2}=20
\]

일 때, \( \sum_{k=1}^{8}\left(a_{k}+3\right)\left(a_{k}-1\right) \) 의 값을 구하시오. [3점]",수열
108,"19. 다항함수 \( f(x) \) 가 모든 실수 \( x \) 에 대하여
\[
\int_{0}^{x}\left\{f(t)+t^{2}\right\} d t=x f(x)-x^{3}
\]

을 만족시킬 때, \( \int_{0}^{4} f^{\prime}(x) d x \) 의 값을 구하시오. [3점]",적분법
109,"20. 그림과 같이 삼각형 ABC 에서 선분 BC 를 \( 3: 1 \) 로 내분하는 점을 D 라 하고, \( \angle \mathrm{ADB}=\theta \) 라 하자.
\[
\overline{\mathrm{AD}}=\sqrt{2}, \quad \overline{\mathrm{AB}}: \overline{\mathrm{AC}}=2: 1, \quad \cos \theta=\frac{\sqrt{2}}{4}
\]

일 때, 삼각형 ABD 의 외접원의 넓이는 \( \frac{q}{p} \pi \) 이다. \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.) [4점]",고1/고2 공통수학
110,"21. 첫째항이 자연수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=\left\{\begin{array}{ll}
\frac{a_{n}}{n} & \left(a_{n} \geq 3\right) \\
10 & \left(a_{n}<3\right)
\end{array}\right.
\]

을 만족시킬 때, \( a_{6}=2 \) 가 되도록 하는 모든 \( a_{1} \) 의 값의 합을 구하시오. [4점]",수열
111,"22. 삼차함수 \( f(x) \) 에 대하여 함수 \( g(x) \) 를
\[
g(x)=\left\{\begin{array}{ll}
-f(x) & (x<0) \\
|f(x)|-\left|2 x^{2}-8\right| & (x \geq 0)
\end{array}\right.
\]

이라 하자. 함수 \( g(x) \) 가 실수 전체의 집합에서 미분가능할 때, \( f(-5) \) 의 값을 구하시오. [4점]",미분법
112,"23. \( { }_{4} \mathrm{H}_{3} \) 의 값은? [2점]
(1) 20
(2) 22
(3) 24
(4) 26
(5) 28",확률
113,"24. 그림 과 같이 직사각형 모양으로 연결된 도로망이 있다. 이
도로망을 따라 P 지점에서 출발하여 Q 지점까지 최단 거리로 가는 경우의 수는? [3점]
(1) 30
(2) 31
(3) 32
(4) 33
(5) 34",경우의 수
114,"25. 네 문자 \( a, b, c, d \) 중에서 중복을 허락하여 4 개를 택해 일렬로 나열할 때, 문자 \( a \) 가 적어도 한 번 이상 나오는 경우의 수는? [3점]
(1) 170
(2) 175
(3) 180
(4) 185
(5) 190",경우의 수
115,"26. 숫자 \( 1,2,2,3,3,3 \) 이 하나씩 적혀 있는 6 장의 카드를 모두 한 번씩 사응하여 일렬로 나열할 때, 서로 이웃한 2 장의 카드에 적혀 있는 수의 합이 모두 4 이상이 되도록 나열하는 경우의 수는? (단, 같은 숫자가 적혀 있는 카드끼리는 서로 구별하지 않는다.) [3점]
(1) 16
(2) 20
(3) 24
(4) 28
(5) 32",경우의 수
116,"27. 집합 \( X=\{1,2,3,4,5,6\} \) 에 대하여 다음 조건을 만족시키는 함수 \( f: X \rightarrow X \) 의 개수는? [3점]
(가) \( x=1,2,3,4,5 \) 일 때 \( f(x) \leq f(x+1) \) 이다.
(나) \( x \) 가 3 의 배수이면 \( (f \circ f)(x)=x \) 이다.
(1) 48
(2) 52
(3) 56
(4) 60
(5) 64",확률
117,"28. 숫자 \( 1,2,3,4 \) 가 각각 하나씩 젹혀 있는 4 개의 흰색 접시와 문자 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 가 각각 하나씩 젹혀 있는 3 개의 검은색 접시가 있다. 이 7 개의 접시를 원 모양의 식탁에 일정한 간격을 두고 원형으로 놓을 때, 다음 조건을 만족시키도록 놓는 경우의 수는? (단, 회전하여 일치하는 것은 같은 것으로 본다.) [4점]
(가) 검은색 접시끼리는 서로 이웃하지 않는다.
(나) 홀수가 적힌 흰색 접시끼리는 서로 이웃하지 않고, 짝수가 적힌 흰색 접시끼리는 서로 이웃하지 않는다.
(1) 84
(2) 88
(3) 92
(4) 96
(5) 100",경우의 수
118,"29. 한 개의 주사위를 네 번 던져서 나오는 눈의 수를 차례로 \( a, b, c, d \) 라 하자. \( a \times b \times c \times d \) 가 16 의 배수가 되는 모든 순서쌍 \( (a, b, c, d) \) 의 개수를 구하시오. [4점]",경우의 수
119,"30. 검은 공 4 개와 흰 공 4 개를 5 명의 학생 \( \mathrm{A}, \mathrm{B}, \mathrm{C}, \mathrm{D}, \mathrm{E} \) 에게 다음 규칙에 따라 남김없이 나누어 주는 경우의 수를 구하시오. (단, 같은 색 공끼리는 서로 구별하지 않고, 공을 받지 못하는 학생이 있을 수 있다.) [4점]
(가) 세 학생 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 가 받는 공의 개수의 합은 홀수이다.
(나) 학생 D 가 받는 공의 개수는 학생 E 가 받는 공의 개수의 2 배이다.",확률
142,"23. \( \lim _{n \rightarrow \infty} \frac{n^{2}-n+2}{4 n^{2}-1} \) 의 값은? [2점]
(1) \( \frac{1}{4} \)
(2) \( \frac{1}{2} \)
(3) 1
(4) 2
(5) 4",수열의 극한
143,"24. 수열 \( \left\{a_{n}\right\} \) 에 대하여 \( \lim _{n \rightarrow \infty} \frac{(2 n+3) a_{n}}{n^{2}}=3 \) 일 때, \( \lim _{n \rightarrow \infty} \frac{n a_{n}}{3 n^{2}+1} \) 의 값은? [3점]
(1) \( \frac{1}{6} \)
(2) \( \frac{1}{3} \)
(3) \( \frac{1}{2} \)
(4) \( \frac{2}{3} \)
(5) \( \frac{5}{6} \)",수열의 극한
144,"25. 자연수 \( k \) 에 대하여 수열 \( \left\{a_{n}\right\} \) 의 일반항을
\[
a_{n}=\frac{\left(k^{2}+9\right)^{n}+30^{n}}{(10 k)^{n}}
\]

이라 하자. 수열 \( \left\{a_{n}\right\} \) 이 수렴하도록 하는 모든 자연수 \( k \) 의 개수는? [3점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8",수열의 극한
145,"26. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
\sum_{k=1}^{n} \frac{a_{k}-k^{2}}{k+1}=2 n^{2}-n
\]

을 만족시킬 때, \( \lim _{n \rightarrow \infty} \frac{a_{n}}{n^{2}+1} \) 의 값은? [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",수열의 극한
146,"27. 모든 항이 양수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여 다음 조건을 만족시킨다.
\( 0<x<3 \) 일 때, \( x \) 에 대한 방정식 \( \sin \left(\frac{\pi}{a_{n}} x\right)=1 \) 의 서로 다른 실근의 개수는 \( 2 n \) 이다.
\( \lim _{n \rightarrow \infty} n a_{n} \) 의 값은? [3점]
(1) \( \frac{2}{3} \)
(2) \( \frac{3}{4} \)
(3) 1
(4) \( \frac{4}{3} \)
(5) \( \frac{3}{2} \)",수열의 극한
147,"28. 삼차함수 \( f(x)=a x^{3}+b x(a>0) \) 이 다음 조건을 만족시킨다.

모든 실수 \( x \) 에 대하여 \( \lim _{n \rightarrow \infty} \frac{2 x^{2 n+2}+x^{n}+f(x)}{x^{2 n}+x^{n}+1} \) 의 값이
존재한다.
실수 전체의 집합에서 정의된 함수 \( g(x) \) 를
\[
g(x)=\lim _{n \rightarrow \infty} \frac{2 x^{2 n+2}+x^{n}+f(x)}{x^{2 n}+x^{n}+1}
\]

라 하자. 함수 \( y=g(x) \) 의 그래프와 직선 \( y=k \) 가 만나는 점의 개수가 1 이 되도록 하는 자연수 \( k \) 가 존재할 때, \( g\left(-\frac{1}{2}\right) \times g(2) \) 의 값은? (단, \( a, b \) 는 상수이다.) [4점]
(1) \( 6 \sqrt{3} \)
(2) \( 7 \sqrt{3} \)
(3) \( 8 \sqrt{3} \)
(4) \( 9 \sqrt{3} \)
(5) \( 10 \sqrt{3} \)",수열의 극한
148,"29. 그림과 같이 자연수 \( n(n \geq 2) \) 에 대하여 중심이 C 이고 반지름의 길이가 \( n \) 인 원 \( O \) 와 \( \overline{\mathrm{AB}}=2 \) 를 만족시키는 원 \( O \) 위의 두 점 \( \mathrm{A}, \mathrm{B} \) 가 있다. \( \angle \mathrm{BAC} \) 를 이등분하는 직선이 원 \( O \) 와 만나는 점 중 A 가 아닌 점을 D 라 하자. 점 B 를 포함하지 않는 호 AD 위의 점 E 에 대하여 \( \overline{\mathrm{BD}}: \overline{\mathrm{DE}}=\sqrt{2}: 1 \) 일 때, 삼각형 CDE 의 넓이를 \( S_{n} \) 이라 하면 \( \lim _{n \rightarrow \infty}\left(\frac{\sqrt{3}}{4} n-\frac{S_{n}}{n}\right)=\frac{q}{p} \sqrt{3} \) 이다. \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.)
[4점]",수열의 극한
149,"30. 함수 \( f(x) \) 는 \( 0 \leq x<2 \) 일 때 \( f(x)=x(2-x) \) 이고 모든 실수 \( x \) 에 대하여 \( f(x+2)=f(x) \) 이다. 공비가 \( r \) 인 등비수열 \( \left\{a_{n}\right\} \) 이 수렴하고 다음 조건을 만족시킨다.
(가) \( r \) 은 유리수이다.
(나) 함수 \( f(x) \) 가 \( x=a_{k} \) 에서 극값을 갖고 \( 0<a_{k}<10 \) 인 자연수 \( k \) 의 개수는 3 이다.
\( \lim _{n \rightarrow \infty} \frac{a_{1} a_{n+1}+a_{2 n}}{a_{n+1}+a_{n}}=\frac{81}{10} \) 일 때, \( a_{7}=\frac{q}{p} \) 이다. \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.) [4점]",수열의 극한
172,"23. 타원 \( \frac{x^{2}}{9}+\frac{y^{2}}{4}=1 \) 의 단축의 길이는? [2점]
(1) 1
(2) \( \sqrt{2} \)
(3) 2
(4) \( 2 \sqrt{2} \)
(5) 4",이차곡선
173,"24. 쌍곡선 \( \frac{x^{2}}{a^{2}}-\frac{y^{2}}{4}=1 \) 의 한 점근선의 방정식이 \( y=\frac{1}{3} x \) 일 때, 양수 \( a \) 의 값은? [3점]
(1) 2
(2) 4
(3) 6
(4) 8
(5) 10",이차곡선
174,"25. 초점이 F 인 포물선 \( y^{2}=16 x \) 위의 점 P 에 대하여 선분 FP 를 지름으로 하는 원의 넓이가 \( 25 \pi \) 일 때, 이 원의 중심에서 포물선의 준선까지의 거리는? [3점]
(1) 9
(2) 10
(3) 11
(4) 12
(5) 13",이차곡선
175,"26. 두 초점이 \( \mathrm{F}(c, 0), \mathrm{F}^{\prime}(-c, 0)(c>0) \) 이고 장축의 길이가 2 인 타원이 있다. 이 타원 위에 있는 제 2 사분면 위의 점 P 에 대하여 직선 \( \mathrm{F}^{\prime} \mathrm{P} \) 가 \( y \) 축과 점 Q 에서 만난다. 직선 FP 가 선분 \( \mathrm{F}^{\prime} \mathrm{Q} \) 의 수직이등분선일 때, \( c \) 의 값은? [3점]
(1) \( 3-2 \sqrt{2} \)
(2) \( \sqrt{2}-1 \)
(3) \( 2 \sqrt{3}-3 \)
(4) \( \sqrt{3}-1 \)
(5) \( 2 \sqrt{2}-2 \)",이차곡선
176,"27. 그림과 같이 두 초점이 \( \mathrm{F}(c, 0), \mathrm{F}^{\prime}(-c, 0)(c>0) \) 이고 주축의 길이가 2 인 쌍곡선 \( C \) 가 있다. 쌍곡선 \( C \) 위에 있는 제 1 사분면 위의 점 P 에 대하여 선분 \( \mathrm{F}^{\prime} \mathrm{P} \) 가 쌍곡선 \( C \) 와 만나는 점 중 P 가 아닌 점을 Q 라 하고, 선분 FQ 가 쌍곡선 \( C \) 와 만나는 점 중 Q 가 아닌 점을 R 이라 하자. \( \overline{\mathrm{PQ}}=4 \) 이고 삼각형 \( \mathrm{F}^{\prime} \mathrm{RQ} \) 의 둘레의 길이가 16 일 때, 삼각형 FPQ 의 둘레의 길이는? [3점]
(1) 18
(2) 20
(3) 22
(4) 24
(5) 26
",이차곡선
177,"28. 직선 \( y=a(a>0) \) 이 두 포물선
\[
C_{1}: y^{2}=12 x, \quad C_{2}: y^{2}=-6 x
\]

와 만나는 점을 각각 \( \mathrm{P}, \mathrm{Q} \) 라 하고, 두 포물선 \( C_{1}, C_{2} \) 의 초점을 각각 \( \mathrm{F}_{1}, \mathrm{~F}_{2} \) 라 하자. 사각형 \( \mathrm{PQF}_{2} \mathrm{~F}_{1} \) 의 둘레의 길이가 41 일 때, 사각형 \( \mathrm{PQF}_{2} \mathrm{~F}_{1} \) 의 넓이는? [4점]
(1) 76
(2) 78
(3) 80
(4) 82
(5) 84",이차곡선
178,"29. 두 초점이 \( \mathrm{F}(c, 0), \mathrm{F}^{\prime}(-c, 0)(c>0) \) 인 쌍곡선 \( \frac{x^{2}}{4}-\frac{y^{2}}{5}=1 \) 이 있다. 직선 \( x=c \) 가 이 쌍곡선과 만나는 점 중 제 1 사분면 위의 점을 P , 제 4 사분면 위의 점을 \( \mathrm{P}^{\prime} \) 이라 하자. 선분 \( \mathrm{F}^{\prime} \mathrm{P} \) 위에 \( \overline{\mathrm{PP}^{\prime}}=\overline{\mathrm{QP}^{\prime}} \) 인 점 Q 를 잡자. 두 점 \( \mathrm{P}, \mathrm{P}^{\prime} \) 을 초점으로 하고 점 Q 를 지나는 타원의 장축의 길이는 \( \frac{q}{p} \) 이다. \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.) [4점]",이차곡선
179,"30. 두 초점이 \( \mathrm{F}(0,4), \mathrm{F}^{\prime}(0,-4) \) 이고, 장축의 길이가 10 인 타원이 있다. 이 타원 위에 있는 제 1 사분면 위의 점 중 \( \angle \mathrm{F}^{\prime} \mathrm{FP}=\frac{\pi}{3} \) 를 만족시키는 점 P 에 대하여 직선 FP 가 \( x \) 축과 만나는 점을 Q 라 하자. 점 Q 를 초점으로 하고 준선이 \( x=a(a<0) \) 인 포물선이 점 P 를 지난다. 직선 FP 가 이 포물선과 만나는 점 중 P 가 아닌 점을 R 이라 할 때, \( \overline{\mathrm{PR}}=p+q \sqrt{3} \) 이다. \( p+q \) 의 값을 구하시오. (단, \( a \) 는 상수이고, \( p, q \) 는 유리수이다.) [4점]",이차곡선
180,"1. \( \sqrt[3]{5} \times 25^{\frac{1}{3}} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",지수함수와 로그함수
181,"2. 함수 \( f(x)=x^{3}-8 x+7 \) 에 대하여 \( \lim _{h \rightarrow 0} \frac{f(2+h)-f(2)}{h} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",미분법
182,"3. 첫째항과 공비가 모두 양수 \( k \) 인 등비수열 \( \left\{a_{n}\right\} \) 이
\[
\frac{a_{4}}{a_{2}}+\frac{a_{2}}{a_{1}}=30
\]

을 만족시킬 때, \( k \) 의 값은? [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",수열
183,"4. 함수
\[
f(x)=\left\{\begin{array}{ll}
5 x+a & (x<-2) \\
x^{2}-a & (x \geq-2)
\end{array}\right.
\]

가 실수 전체의 집합에서 연속일 때, 상수 \( a \) 의 값은? [3점]
(1) 6
(2) 7
(3) 8
(4) 9
(5) 10",함수의 극한과 연속
184,"5. 함수 \( f(x)=\left(x^{2}+1\right)\left(3 x^{2}-x\right) \) 에 대하여 \( f^{\prime}(1) \) 의 값은? [3점]
(1) 8
(2) 10
(3) 12
(4) 14
(5) 16",미분법
185,"6. \( \cos \left(\frac{\pi}{2}+\theta\right)=-\frac{1}{5} \) 일 때, \( \frac{\sin \theta}{1-\cos ^{2} \theta} \) 의 값은? [3점]
(1) -5
(2) \( -\sqrt{5} \)
(3) 0
(4) \( \sqrt{5} \)
(5) 5",삼각함수
186,"7. 다항함수 \( f(x) \) 가 모든 실수 \( x \) 에 대하여
\[
\int_{0}^{x} f(t) d t=3 x^{3}+2 x
\]

를 만족시킬 때, \( f(1) \) 의 값은? [3점]
(1) 7
(2) 9
(3) 11
(4) 13
(5) 15",적분법
187,"8. 두 실수 \( a=2 \log \frac{1}{\sqrt{10}}+\log _{2} 20, b=\log 2 \) 에 대하여 \( a \times b \) 의 값은? [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",지수함수와 로그함수
188,"9. 함수 \( f(x)=3 x^{2}-16 x-20 \) 에 대하여
\[
\int_{-2}^{a} f(x) d x=\int_{-2}^{0} f(x) d x
\]

일 때, 양수 \( a \) 의 값은? [4점]
(1) 16
(2) 14
(3) 12
(4) 10
(5) 8",적분법
189,"10. 닫힌구간 \( [0,2 \pi] \) 에서 정의된 함수 \( f(x)=a \cos b x+3 \) 이 \( x=\frac{\pi}{3} \) 에서 최댓값 13 을 갖도록 하는 두 자연수 \( a, b \) 의 순서쌍 \( (a, b) \) 에 대하여 \( a+b \) 의 최솟값은? [4점]
(1) 12
(2) 14
(3) 16
(4) 18
(5) 20",삼각함수
190,"11. 시각 \( t=0 \) 일 때 출발하여 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 위치 \( x \) 가
\[
x=t^{3}-\frac{3}{2} t^{2}-6 t
\]

이다. 출발한 후 점 P 의 운동 방향이 바뀌는 시각에서의 점 P 의 가속도는? [4점]
(1) 6
(2) 9
(3) 12
(4) 15
(5) 18",미분법
191,"12. \( a_{1}=2 \) 인 수열 \( \left\{a_{n}\right\} \) 과 \( b_{1}=2 \) 인 등차수열 \( \left\{b_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
\sum_{k=1}^{n} \frac{a_{k}}{b_{k+1}}=\frac{1}{2} n^{2}
\]

을 만족시킬 때, \( \sum_{k=1}^{5} a_{k} \) 의 값은? [4점]
(1) 120
(2) 125
(3) 130
(4) 135
(5) 140",수열
192,"13. 최고차항의 계수가 1 인 삼차함수 \( f(x) \) 가
\[
f(1)=f(2)=0, \quad f^{\prime}(0)=-7
\]

을 만족시킨다. 원점 O 와 점 \( \mathrm{P}(3, f(3)) \) 에 대하여 선분 OP 가 곡선 \( y=f(x) \) 와 만나는 점 중 P 가 아닌 점을 Q 라 하자.
곡선 \( y=f(x) \) 와 \( y \) 축 및 선분 OQ 로 둘러싸인 부분의 넓이를 \( A \), 곡선 \( y=f(x) \) 와 선분 PQ 로 둘러싸인 부분의 넓이를 \( B \) 라 할 때, \( B-A \) 의 값은? [4점]
(1) \( \frac{37}{4} \)
(2) \( \frac{39}{4} \)
(3) \( \frac{41}{4} \)
(4) \( \frac{43}{4} \)
(5) \( \frac{45}{4} \)",적분법
193,"14. 그림과 같이 삼각형 ABC 에서 선분 AB 위에 \( \overline{\mathrm{AD}}: \overline{\mathrm{DB}}=3: 2 \) 인 점 D 를 잡고, 점 A 를 중심으로 하고 점 D 를 지나는 원을 \( O \), 원 \( O \) 와 선분 AC 가 만나는 점을 E 라 하자.
\( \sin A: \sin C=8: 5 \) 이고, 삼각형 ADE 와 삼각형 ABC 의 넓이의 비가 \( 9: 35 \) 이다. 삼각형 ABC 의 외접원의 반지름의 길이가 7 일 때, 원 \( O \) 위의 점 P 에 대하여 삼각형 PBC 의 넓이의 최댓값은? (단, \( \overline{\mathrm{AB}}<\overline{\mathrm{AC}} \) ) [4점]
(1) \( 18+15 \sqrt{3} \)
(2) \( 24+20 \sqrt{3} \)
(3) \( 30+25 \sqrt{3} \)
(4) \( 36+30 \sqrt{3} \)
(5) \( 42+35 \sqrt{3} \)",고1/고2 공통수학
194,"15. 상수 \( a(a \neq 3 \sqrt{5}) \) 와 최고차항의 계수가 음수인 이차함수 \( f(x) \) 에 대하여 함수
\[
g(x)=\left\{\begin{array}{ll}
x^{3}+a x^{2}+15 x+7 & (x \leq 0) \\
f(x) & (x>0)
\end{array}\right.
\]

이 다음 조건을 만족시킨다.
(가) 함수 \( g(x) \) 는 실수 전체의 집합에서 미분가능하다.
(나) \( x \) 에 대한 방정식 \( g^{\prime}(x) \times g^{\prime}(x-4)=0 \) 의 서로 다른 실근의 개수는 4 이다.
\( g(-2)+g(2) \) 의 값은? [4점]
(1) 30
(2) 32
(3) 34
(4) 36
(5) 38",미분법
195,"16. 방정식
\[
\log _{2}(x-3)=\log _{4}(3 x-5)
\]

를 만족시키는 실수 \( x \) 의 값을 구하시오. [3점]",지수함수와 로그함수
196,"17. 다항함수 \( f(x) \) 에 대하여 \( f^{\prime}(x)=9 x^{2}+4 x \) 이고 \( f(1)=6 \) 일 때, \( f(2) \) 의 값을 구하시오. [3점]",적분법
197,"18. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n}+a_{n+4}=12
\]

를 만족시킬 때, \( \sum_{n=1}^{16} a_{n} \) 의 값을 구하시오. [3점]",수열
198,"19. 양수 \( a \) 에 대하여 함수 \( f(x) \) 를
\[
f(x)=2 x^{3}-3 a x^{2}-12 a^{2} x
\]

라 하자. 함수 \( f(x) \) 의 극댓값이 \( \frac{7}{27} \) 일 때, \( f(3) \) 의 값을 구하시오. [3점]",미분법
199,"20. 곡선 \( y=\left(\frac{1}{5}\right)^{x-3} \) 과 직선 \( y=x \) 가 만나는 점의 \( x \) 좌표를 \( k \) 라 하자. 실수 전체의 집합에서 정의된 함수 \( f(x) \) 가 다음 조건을 만족시킨다.
\( x>k \) 인 모든 실수 \( x \) 에 대하여 \( f(x)=\left(\frac{1}{5}\right)^{x-3} \) 이고 \( f(f(x))=3 x \) 이다.
\( f\left(\frac{1}{k^{3} \times 5^{3 k}}\right) \) 의 값을 구하시오. [4점]",지수함수와 로그함수
200,"21. 함수 \( f(x)=x^{3}+a x^{2}+b x+4 \) 가 다음 조건을 만족시키도록 하는 두 정수 \( a, b \) 에 대하여 \( f(1) \) 의 최댓값을 구하시오. [4점]

모든 실수 \( \alpha \) 에 대하여 \( \lim _{x \rightarrow a} \frac{f(2 x+1)}{f(x)} \) 의 값이 존재한다.",함수의 극한과 연속
201,"22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열 \( \left\{a_{n}\right\} \) 에 대하여 \( \left|a_{1}\right| \) 의 값의 합을 구하시오. [4점]
(가) 모든 자연수 \( n \) 에 대하여
\[
\begin{array}{l}
a_{n+1}=\left\{\begin{array}{ll}
a_{n}-3 & \left(\left|a_{n}\right| \text { 이 홀수인 경우 }\right) \\
\frac{1}{2} a_{n} & \left(a_{n}=0 \text { 또는 }\left|a_{n}\right| \text { 이 짝수인 경우 }\right)
\end{array}\right. \\
\text { 이다. } \\
\left|a_{m}\right|=\left|a_{m+2}\right| \text { 인 자연수 } m \text { 의 최솟값은 } 3 \text { 이다. }
\end{array}
\]",급수
202,"23. 다항식 \( \left(x^{3}+2\right)^{5} \) 의 전개식에서 \( x^{6} \) 의 계수는? [2점]
(1) 40
(2) 50
(3) 60
(4) 70
(5) 80",확률
203,"24. 두 사건 \( A, B \) 에 대하여
\[
\mathrm{P}(A \mid B)=\mathrm{P}(A)=\frac{1}{2}, \quad \mathrm{P}(A \cap B)=\frac{1}{5}
\]

일 때, \( \mathrm{P}(A \cup B) \) 의 값은? [3점]
(1) \( \frac{1}{2} \)
(2) \( \frac{3}{5} \)
(3) \( \frac{7}{10} \)
(4) \( \frac{4}{5} \)
(5) \( \frac{9}{10} \)",확률
204,"25. 정규분포 \( \mathrm{N}\left(\mathrm{m}, 2^{2}\right) \) 을 따르는 모집 단에서 크기가 256 인 표본을 임의추출하여 얻은 표본평균을 이용하여 구한 \( m \) 에 대한 신뢰도 \( 95 \% \) 의 신뢰구간이 \( a \leq m \leq b \) 이다. \( b-a \) 의 값은? (단, \( Z \) 가 표준정규분포를 따르는 확률변수일 때, \( \mathrm{P}(|Z| \leq 1.96)=0.95 \) 로 계산한다.) [3점]
(1) 0.49
(2) 0.52
(3) 0.55
(4) 0.58
(5) 0.61",통계
205,"26. 어느 학급의 학생 16 명을 대상으로 과목 A 와 과목 B 에 대한 선호도를 조사하였다. 이 조사에 참여한 학생은 과목 A 와 과목 B 중 하나를 선택하였고, 과목 A 를 선택한 학생은 9 명, 과목 B 를 선택한 학생은 7 명이다. 이 조사에 참여한 학생 16 명 중에서 임의로 3 명을 선택할 때, 선택한 3 명의 학생 중에서 적어도 한 명이 과목 B 를 선택한 학생일 확률은? [3점]
(1) \( \frac{3}{4} \)
(2) \( \frac{4}{5} \)
(3) \( \frac{17}{20} \)
(4) \( \frac{9}{10} \)
(5) \( \frac{19}{20} \)",확률
206,"27. 숫자 \( 1,3,5,7,9 \) 가 각각 하나씩 적혀 있는 5 장의 카드가 들어 있는 주머니가 있다. 이 주머니에서 임의로 1 장의 카드를 꺼내어 카드에 적혀 있는 수를 확인한 후 다시 넣는 시행을 한다. 이 시행을 3 번 반복하여 확인한 세 개의 수의 평균을 \( \bar{X} \) 라 하자. \( \mathrm{V}(a \bar{X}+6)=24 \) 일 때, 양수 \( a \) 의 값은?
[3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",통계
207,"28. 집합 \( X=\{1,2,3,4,5,6\} \) 에 대하여 다음 조건을 만족시키는 함수 \( f: X \rightarrow X \) 의 개수는? [4점]
(가) \( f(1) \times f(6) \) 의 값이 6 의 약수이다.
(나) \( 2 f(1) \leq f(2) \leq f(3) \leq f(4) \leq f(5) \leq 2 f(6) \)
(1) 166
(2) 171
(3) 176
(4) 181
(5) 186",확률
